100	0.21	0
99.8459	0.246	0
99.3844	0.3534	0
98.6185	0.5303	0
97.5528	0.7737	0
96.194	1.0796	0
94.5503	1.443	0
92.632	1.8582	0
90.4508	2.3191	0
88.0203	2.819	0
85.3553	3.3512	0
82.4724	3.9087	0
79.3893	4.4842	0
76.1249	5.0706	0
72.6995	5.6604	0
69.1342	6.246	0
65.4508	6.8196	0
61.6723	7.3728	0
57.8217	7.8972	0
53.923	8.3837	0
50	8.8234	0
46.077	9.2068	0
42.1783	9.5247	0
38.3277	9.7682	0
34.5492	9.9291	0
30.8658	10	0
27.3005	9.9747	0
23.8751	9.8486	0
20.6107	9.619	0
17.5276	9.2849	0
14.6447	8.8472	0
11.9797	8.309	0
9.5492	7.6748	0
7.368	6.9509	0
5.4497	6.1444	0
3.806	5.2633	0
2.4472	4.3156	0
1.3815	3.309	0
0.6156	2.2506	0
0.1541	1.1461	0
0	0	0
0.1541	-1.1461	0
0.6156	-2.2506	0
1.3815	-3.309	0
2.4472	-4.3156	0
3.806	-5.2633	0
5.4497	-6.1444	0
7.368	-6.9509	0
9.5492	-7.6748	0
11.9797	-8.309	0
14.6447	-8.8472	0
17.5276	-9.2849	0
20.6107	-9.619	0
23.8751	-9.8486	0
27.3005	-9.9747	0
30.8658	-10	0
34.5492	-9.9291	0
38.3277	-9.7682	0
42.1783	-9.5247	0
46.077	-9.2068	0
50	-8.8234	0
53.923	-8.3837	0
57.8217	-7.8972	0
61.6723	-7.3728	0
65.4508	-6.8196	0
69.1342	-6.246	0
72.6995	-5.6604	0
76.1249	-5.0706	0
79.3893	-4.4842	0
82.4724	-3.9087	0
85.3553	-3.3512	0
88.0203	-2.819	0
90.4508	-2.3191	0
92.632	-1.8582	0
94.5503	-1.443	0
96.194	-1.0796	0
97.5528	-0.7737	0
98.6185	-0.5303	0
99.3844	-0.3534	0
99.8459	-0.246	0
100	-0.21	0
