100	0.315	0
99.8459	0.369	0
99.3844	0.5301	0
98.6185	0.7955	0
97.5528	1.1606	0
96.194	1.6194	0
94.5503	2.1645	0
92.632	2.7873	0
90.4508	3.4786	0
88.0203	4.2285	0
85.3553	5.0268	0
82.4724	5.863	0
79.3893	6.7263	0
76.1249	7.6059	0
72.6995	8.4906	0
69.1342	9.369	0
65.4508	10.2294	0
61.6723	11.0592	0
57.8217	11.8457	0
53.923	12.5756	0
50	13.2351	0
46.077	13.8101	0
42.1783	14.287	0
38.3277	14.6524	0
34.5492	14.8937	0
30.8658	15	0
27.3005	14.962	0
23.8751	14.773	0
20.6107	14.4285	0
17.5276	13.9273	0
14.6447	13.2708	0
11.9797	12.4635	0
9.5492	11.5122	0
7.368	10.4263	0
5.4497	9.2166	0
3.806	7.8949	0
2.4472	6.4733	0
1.3815	4.9635	0
0.6156	3.3758	0
0.1541	1.7192	0
0	0	0
0.1541	-1.7192	0
0.6156	-3.3758	0
1.3815	-4.9635	0
2.4472	-6.4733	0
3.806	-7.8949	0
5.4497	-9.2166	0
7.368	-10.4263	0
9.5492	-11.5122	0
11.9797	-12.4635	0
14.6447	-13.2708	0
17.5276	-13.9273	0
20.6107	-14.4285	0
23.8751	-14.773	0
27.3005	-14.962	0
30.8658	-15	0
34.5492	-14.8937	0
38.3277	-14.6524	0
42.1783	-14.287	0
46.077	-13.8101	0
50	-13.2351	0
53.923	-12.5756	0
57.8217	-11.8457	0
61.6723	-11.0592	0
65.4508	-10.2294	0
69.1342	-9.369	0
72.6995	-8.4906	0
76.1249	-7.6059	0
79.3893	-6.7263	0
82.4724	-5.863	0
85.3553	-5.0268	0
88.0203	-4.2285	0
90.4508	-3.4786	0
92.632	-2.7873	0
94.5503	-2.1645	0
96.194	-1.6194	0
97.5528	-1.1606	0
98.6185	-0.7955	0
99.3844	-0.5301	0
99.8459	-0.369	0
100	-0.315	0
